"groupCode","groupLabel","itemCode","itemLabel","groupURL"
1,"cereals and cereal products",15,"wheat","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=1"
1,"cereals and cereal products",16,"flour of wheat","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=1"
1,"cereals and cereal products",18,"macaroni","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=1"
1,"cereals and cereal products",19,"germ of wheat","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=1"
1,"cereals and cereal products",20,"bread","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=1"
1,"cereals and cereal products",21,"bulgur","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=1"
1,"cereals and cereal products",22,"pastry","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=1"
1,"cereals and cereal products",23,"starch of wheat","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=1"
1,"cereals and cereal products",24,"wheat gluten","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=1"
1,"cereals and cereal products",27,"rice, paddy","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=1"
1,"cereals and cereal products",28,"rice, husked","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=1"
1,"cereals and cereal products",29,"rice, milled (husked)","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=1"
1,"cereals and cereal products",31,"rice, milled","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=1"
1,"cereals and cereal products",32,"rice, broken","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=1"
1,"cereals and cereal products",33,"rice, gluten","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=1"
1,"cereals and cereal products",34,"starch of rice","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=1"
1,"cereals and cereal products",38,"flour of rice","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=1"
1,"cereals and cereal products",41,"breakfast cereals","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=1"
1,"cereals and cereal products",44,"barley","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=1"
1,"cereals and cereal products",45,"pot barley","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=1"
1,"cereals and cereal products",46,"barley, pearled","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=1"
1,"cereals and cereal products",48,"barley flour and grits","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=1"
1,"cereals and cereal products",49,"malt","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=1"
1,"cereals and cereal products",50,"malt extract","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=1"
1,"cereals and cereal products",56,"maize","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=1"
1,"cereals and cereal products",57,"germ of maize","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=1"
1,"cereals and cereal products",58,"flour of maize","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=1"
1,"cereals and cereal products",63,"maize gluten","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=1"
1,"cereals and cereal products",64,"starch of maize","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=1"
1,"cereals and cereal products",67,"white maize","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=1"
2,"roots and tubers and derived products",116,"potatoes","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=2"
2,"roots and tubers and derived products",117,"flour of potatoes","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=2"
2,"roots and tubers and derived products",118,"frozen potatoes","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=2"
2,"roots and tubers and derived products",119,"starch of potatoes","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=2"
2,"roots and tubers and derived products",121,"tapioca of potatoes","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=2"
2,"roots and tubers and derived products",122,"sweet potatoes","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=2"
2,"roots and tubers and derived products",125,"cassava","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=2"
2,"roots and tubers and derived products",126,"flour of cassava","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=2"
2,"roots and tubers and derived products",127,"tapioca of cassava","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=2"
2,"roots and tubers and derived products",128,"cassava, dried","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=2"
2,"roots and tubers and derived products",129,"starch of cassava","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=2"
2,"roots and tubers and derived products",135,"yautia (cocoyam)","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=2"
2,"roots and tubers and derived products",136,"taro (cocoyam)","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=2"
2,"roots and tubers and derived products",137,"yams","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=2"
2,"roots and tubers and derived products",149,"roots and tubers nes","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=2"
2,"roots and tubers and derived products",150,"flour of roots and tubers nes","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=2"
2,"roots and tubers and derived products",151,"roots and tubers, dried nes","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=2"
3,"sugar crops and sweeteners and derived products",154,"fructose, chemically pure","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=3"
3,"sugar crops and sweeteners and derived products",155,"maltose, chemically pure","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=3"
3,"sugar crops and sweeteners and derived products",156,"sugar cane","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=3"
3,"sugar crops and sweeteners and derived products",157,"sugar beet","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=3"
3,"sugar crops and sweeteners and derived products",158,"cane sugar","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=3"
3,"sugar crops and sweeteners and derived products",159,"beet sugar","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=3"
3,"sugar crops and sweeteners and derived products",160,"maple sugar and syrups","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=3"
3,"sugar crops and sweeteners and derived products",161,"sugar crops nes","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=3"
3,"sugar crops and sweeteners and derived products",162,"sugar, raw centrifugal","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=3"
3,"sugar crops and sweeteners and derived products",163,"sugar, non-centrifugal","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=3"
3,"sugar crops and sweeteners and derived products",164,"sugar, refined","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=3"
3,"sugar crops and sweeteners and derived products",165,"molasses","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=3"
3,"sugar crops and sweeteners and derived products",166,"other fructose and syrup","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=3"
3,"sugar crops and sweeteners and derived products",167,"sugar and syrups nes","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=3"
3,"sugar crops and sweeteners and derived products",168,"sugar confectionery","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=3"
3,"sugar crops and sweeteners and derived products",172,"glucose and dextrose","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=3"
3,"sugar crops and sweeteners and derived products",173,"lactose","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=3"
3,"sugar crops and sweeteners and derived products",174,"artificial sweeteners","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=3"
3,"sugar crops and sweeteners and derived products",175,"isoglucose","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=3"
3,"sugar crops and sweeteners and derived products",1182,"honey","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=3"
4,"pulses and derived products",176,"beans, dry","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=4"
4,"pulses and derived products",181,"broad beans, dry","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=4"
4,"pulses and derived products",187,"peas, dry","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=4"
4,"pulses and derived products",191,"chick-peas, dry","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=4"
4,"pulses and derived products",195,"cow peas, dry","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=4"
4,"pulses and derived products",197,"pigeon peas","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=4"
4,"pulses and derived products",201,"lentils, dry","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=4"
4,"pulses and derived products",203,"bambara beans","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=4"
4,"pulses and derived products",205,"vetches","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=4"
4,"pulses and derived products",210,"lupins","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=4"
4,"pulses and derived products",211,"pulses nes","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=4"
4,"pulses and derived products",212,"flour of pulses","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=4"
5,"nuts and derived products",216,"brazil nuts","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=5"
5,"nuts and derived products",217,"cashew nuts","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=5"
5,"nuts and derived products",220,"chestnuts","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=5"
5,"nuts and derived products",221,"almonds","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=5"
5,"nuts and derived products",222,"walnuts","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=5"
5,"nuts and derived products",223,"pistachios","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=5"
5,"nuts and derived products",224,"kolanuts","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=5"
5,"nuts and derived products",225,"hazelnuts (filberts)","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=5"
5,"nuts and derived products",226,"areca nuts","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=5"
5,"nuts and derived products",229,"brazil nuts, shelled","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=5"
5,"nuts and derived products",230,"cashew nuts, shelled","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=5"
5,"nuts and derived products",231,"almonds, shelled","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=5"
5,"nuts and derived products",232,"walnuts, shelled","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=5"
5,"nuts and derived products",233,"hazelnuts, shelled","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=5"
5,"nuts and derived products",234,"nuts nes","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=5"
5,"nuts and derived products",235,"prepared nuts","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=5"
6,"oil-bearing crops and derived products",236,"soybeans","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=6"
6,"oil-bearing crops and derived products",239,"soya sauce","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=6"
6,"oil-bearing crops and derived products",240,"soya paste","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=6"
6,"oil-bearing crops and derived products",241,"soya curd","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=6"
6,"oil-bearing crops and derived products",242,"groundnuts, in shell","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=6"
6,"oil-bearing crops and derived products",243,"groundnuts, shelled","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=6"
6,"oil-bearing crops and derived products",246,"prepared groundnuts","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=6"
6,"oil-bearing crops and derived products",247,"peanut butter","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=6"
6,"oil-bearing crops and derived products",249,"coconuts","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=6"
6,"oil-bearing crops and derived products",250,"coconuts, desiccated","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=6"
6,"oil-bearing crops and derived products",251,"copra","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=6"
6,"oil-bearing crops and derived products",254,"[oil palm fruit]","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=6"
6,"oil-bearing crops and derived products",256,"palm kernels","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=6"
6,"oil-bearing crops and derived products",260,"olives","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=6"
6,"oil-bearing crops and derived products",262,"olives, preserved","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=6"
6,"oil-bearing crops and derived products",263,"karite nuts (sheanuts)","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=6"
6,"oil-bearing crops and derived products",265,"castor beans","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=6"
6,"oil-bearing crops and derived products",267,"sunflower seed","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=6"
6,"oil-bearing crops and derived products",270,"rapeseed or colza seed","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=6"
6,"oil-bearing crops and derived products",275,"tung nuts","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=6"
6,"oil-bearing crops and derived products",277,"jojoba seeds","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=6"
6,"oil-bearing crops and derived products",280,"safflower seed","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=6"
6,"oil-bearing crops and derived products",289,"sesame seed","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=6"
6,"oil-bearing crops and derived products",292,"mustard seed","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=6"
6,"oil-bearing crops and derived products",295,"flour of mustard seed","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=6"
6,"oil-bearing crops and derived products",296,"poppy seed","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=6"
6,"oil-bearing crops and derived products",299,"melonseed","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=6"
6,"oil-bearing crops and derived products",305,"tallowtree seeds","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=6"
6,"oil-bearing crops and derived products",310,"kapok fruit","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=6"
6,"oil-bearing crops and derived products",311,"kapokseed in shell","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=6"
7,"vegetables and derived products",358,"cabbages","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=7"
7,"vegetables and derived products",366,"artichokes","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=7"
7,"vegetables and derived products",367,"asparagus","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=7"
7,"vegetables and derived products",372,"lettuce and chicory","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=7"
7,"vegetables and derived products",373,"spinach","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=7"
7,"vegetables and derived products",378,"cassava leaves","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=7"
7,"vegetables and derived products",388,"tomatoes, fresh","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=7"
7,"vegetables and derived products",390,"juice of tomatoes","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=7"
7,"vegetables and derived products",391,"paste of tomatoes","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=7"
7,"vegetables and derived products",392,"tomatoes, peeled (o/t vinegar)","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=7"
7,"vegetables and derived products",393,"cauliflowers and broccoli","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=7"
7,"vegetables and derived products",394,"pumpkins, squash and gourds","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=7"
7,"vegetables and derived products",397,"cucumbers and gherkins","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=7"
7,"vegetables and derived products",399,"eggplants","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=7"
7,"vegetables and derived products",401,"chillies and peppers (green)","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=7"
7,"vegetables and derived products",402,"onions, shallots (green)","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=7"
7,"vegetables and derived products",403,"onions, dry","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=7"
7,"vegetables and derived products",406,"garlic","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=7"
7,"vegetables and derived products",407,"leeks and other alliaceous vegetables","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=7"
7,"vegetables and derived products",414,"beans, green","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=7"
7,"vegetables and derived products",417,"peas, green","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=7"
7,"vegetables and derived products",420,"broad beans, green","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=7"
7,"vegetables and derived products",423,"string beans","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=7"
7,"vegetables and derived products",426,"carrot","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=7"
7,"vegetables and derived products",430,"okra","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=7"
7,"vegetables and derived products",446,"green corn (maize)","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=7"
7,"vegetables and derived products",447,"sweet corn, frozen","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=7"
7,"vegetables and derived products",448,"sweet corn, prepared or preserved","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=7"
7,"vegetables and derived products",449,"mushrooms","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=7"
7,"vegetables and derived products",450,"dried mushrooms","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=7"
8,"fruits and derived products",486,"bananas","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=8"
8,"fruits and derived products",489,"plantains","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=8"
8,"fruits and derived products",490,"oranges","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=8"
8,"fruits and derived products",491,"juice of orange","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=8"
8,"fruits and derived products",492,"orange juice, concentrated","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=8"
8,"fruits and derived products",495,"tangerines, mandarins, clementines, satsumas","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=8"
8,"fruits and derived products",496,"juice of tangerine, mandarin and clementin","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=8"
8,"fruits and derived products",497,"lemons and limes","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=8"
8,"fruits and derived products",498,"juice of lemon","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=8"
8,"fruits and derived products",499,"lemon juice, concentrated","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=8"
8,"fruits and derived products",507,"grapefruit and pomelo","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=8"
8,"fruits and derived products",509,"juice of grapefruit","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=8"
8,"fruits and derived products",510,"grapefruit juice, concentrated","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=8"
8,"fruits and derived products",512,"citrus fruit nes","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=8"
8,"fruits and derived products",513,"juice of citrus fruit nes","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=8"
8,"fruits and derived products",514,"citrus juice, concentrated nes","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=8"
