"groupCode","groupLabel","itemCode","itemLabel","groupURL"
16,"livestock",1107,"asses","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=16"
16,"livestock",1110,"mules","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=16"
16,"livestock",1126,"camels","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=16"
16,"livestock",1140,"rabbits","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=16"
16,"livestock",1150,"other rodents","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=16"
16,"livestock",1157,"other camelids","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=16"
16,"livestock",1169,"live animals, non food nes","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=16"
16,"livestock",1171,"live animals nes","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=16"
16,"livestock",1181,"beehives","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=16"
17,"products from slaughtered animals",867,"meat of cattle","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=17"
17,"products from slaughtered animals",868,"offals of cattle, edible","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=17"
17,"products from slaughtered animals",870,"meat of cattle, boneless","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=17"
17,"products from slaughtered animals",872,"beef and veal, dried, salted, smoked","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=17"
17,"products from slaughtered animals",873,"meat extracts","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=17"
17,"products from slaughtered animals",874,"sausages of beef and veal","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=17"
17,"products from slaughtered animals",875,"beef and veal preparations nes","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=17"
17,"products from slaughtered animals",877,"homogenized meat preparations","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=17"
17,"products from slaughtered animals",878,"liver preparations","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=17"
17,"products from slaughtered animals",947,"buffalo meat","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=17"
17,"products from slaughtered animals",948,"offals of buffalo, edible","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=17"
17,"products from slaughtered animals",977,"meat of sheep","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=17"
17,"products from slaughtered animals",978,"offals of sheep, edible","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=17"
17,"products from slaughtered animals",1017,"goat meat","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=17"
17,"products from slaughtered animals",1018,"offals of goats, edible","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=17"
17,"products from slaughtered animals",1035,"pig meat","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=17"
17,"products from slaughtered animals",1036,"offals of pigs, edible","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=17"
17,"products from slaughtered animals",1038,"pork","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=17"
17,"products from slaughtered animals",1039,"bacon and ham","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=17"
17,"products from slaughtered animals",1041,"sausages of pig meat","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=17"
17,"products from slaughtered animals",1042,"pig meat preparations","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=17"
17,"products from slaughtered animals",1058,"chicken meat","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=17"
17,"products from slaughtered animals",1059,"offals and liver of chickens","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=17"
17,"products from slaughtered animals",1060,"fatty liver preparations","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=17"
17,"products from slaughtered animals",1061,"meat, canned (poultry)","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=17"
17,"products from slaughtered animals",1069,"duck meat","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=17"
17,"products from slaughtered animals",1073,"goose meat","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=17"
17,"products from slaughtered animals",1074,"offals and liver of geese","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=17"
17,"products from slaughtered animals",1075,"offals and liver of ducks","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=17"
17,"products from slaughtered animals",1080,"turkey meat","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=17"
18,"products from live animals",882,"cow milk, whole (fresh)","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=18"
18,"products from live animals",883,"standardized milk","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=18"
18,"products from live animals",885,"cream, fresh","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=18"
18,"products from live animals",886,"butter of cow milk","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=18"
18,"products from live animals",887,"ghee from cow milk","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=18"
18,"products from live animals",888,"skim milk of cows","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=18"
18,"products from live animals",889,"whole milk, condensed","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=18"
18,"products from live animals",890,"whey, condensed","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=18"
18,"products from live animals",891,"yoghurt","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=18"
18,"products from live animals",892,"yoghurt, concentrated or unconcent","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=18"
18,"products from live animals",893,"buttermilk, curdled milk, acidified milk","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=18"
18,"products from live animals",894,"whole milk, evaporated","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=18"
18,"products from live animals",895,"skim milk, evaporated","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=18"
18,"products from live animals",896,"skim milk, condensed","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=18"
18,"products from live animals",897,"dry whole cow milk","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=18"
18,"products from live animals",898,"dry skim cow milk","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=18"
18,"products from live animals",899,"dry buttermilk","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=18"
18,"products from live animals",900,"dry whey","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=18"
18,"products from live animals",901,"cheese from whole cow milk","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=18"
18,"products from live animals",903,"whey, fresh","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=18"
18,"products from live animals",904,"cheese from skimmed cow milk","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=18"
18,"products from live animals",905,"whey cheese","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=18"
18,"products from live animals",907,"processed cheese","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=18"
18,"products from live animals",908,"reconstituted milk","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=18"
18,"products from live animals",909,"products of natural milk constitue, nes","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=18"
18,"products from live animals",910,"ice cream and edible ice","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=18"
18,"products from live animals",916,"egg albumin","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=18"
18,"products from live animals",917,"casein","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=18"
18,"products from live animals",951,"buffalo milk","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=18"
18,"products from live animals",952,"butter of buffalo milk","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=18"
19,"hides and skins",919,"cattle hides, fresh","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=19"
19,"hides and skins",920,"hides, wet-salted (cattle)","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=19"
19,"hides and skins",921,"hides, dry-salted (cattle)","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=19"
19,"hides and skins",922,"hides nes, cattle","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=19"
19,"hides and skins",927,"skins, fresh (calves)","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=19"
19,"hides and skins",928,"skins, wet-salted (calves)","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=19"
19,"hides and skins",929,"skins, dry-salted (calves)","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=19"
19,"hides and skins",930,"skins nes, calves","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=19"
19,"hides and skins",957,"buffalo hides, fresh","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=19"
19,"hides and skins",958,"hides, wet-salted (buffalo)","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=19"
19,"hides and skins",959,"hides, dry-salted (buffalo)","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=19"
19,"hides and skins",995,"sheepskins, fresh","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=19"
19,"hides and skins",996,"skins, wet-salted (sheep)","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=19"
19,"hides and skins",997,"skins, dry-salted (sheep)","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=19"
19,"hides and skins",998,"skins nes, sheep","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=19"
19,"hides and skins",999,"skins with wool, sheep","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=19"
19,"hides and skins",1002,"karakul skins","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=19"
19,"hides and skins",1025,"goatskins, fresh","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=19"
19,"hides and skins",1026,"skins, wet-salted (goats)","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=19"
19,"hides and skins",1027,"skins, dry-salted (goats)","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=19"
19,"hides and skins",1028,"skins nes, goats","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=19"
19,"hides and skins",1044,"pigskins, fresh","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=19"
19,"hides and skins",1045,"skins, wet-salted (pigs)","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=19"
19,"hides and skins",1046,"skins, dry-salted (pigs)","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=19"
19,"hides and skins",1047,"skins nes, pigs","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=19"
19,"hides and skins",1102,"horse hides, fresh","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=19"
19,"hides and skins",1103,"hides, wet-salted (horses)","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=19"
19,"hides and skins",1104,"hides, dry-salted (horses)","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=19"
19,"hides and skins",1105,"hides nes, horses","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=19"
19,"hides and skins",1109,"hides of asses, fresh","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=19"
20,"other livestock products",1277,"residues of fatty substances","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=20"
21,"pesticides",1309,"insecticides, total (consumption)","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=21"
21,"pesticides",1310,"chlorinated hydrocarbons (consumption)","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=21"
21,"pesticides",1311,"organo-phosphates (consumption)","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=21"
21,"pesticides",1312,"carbamates insecticides (consumption)","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=21"
21,"pesticides",1313,"pyrethroids (consumption)","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=21"
21,"pesticides",1314,"botanical products and biologicals (consumption)","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=21"
21,"pesticides",1315,"other insecticides (consumption)","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=21"
21,"pesticides",1316,"mineral oils (consumption)","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=21"
21,"pesticides",1317,"dithiocarbamates fungicides seed treatments (consumption)","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=21"
21,"pesticides",1318,"benzimidazoles fungicides seed treatments (consumption)","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=21"
21,"pesticides",1319,"triazoles, diazoles fungicides seed treatments (consumption)","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=21"
21,"pesticides",1320,"herbicides, total","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=21"
21,"pesticides",1321,"phenoxy hormone products (consumption)","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=21"
21,"pesticides",1322,"triazines (consumption)","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=21"
21,"pesticides",1323,"amides (consumption)","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=21"
21,"pesticides",1324,"carbamates herbicides (consumption)","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=21"
21,"pesticides",1325,"dinitroanilines (consumption)","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=21"
21,"pesticides",1326,"urea derivates (consumption)","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=21"
21,"pesticides",1327,"other herbicides (consumption)","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=21"
21,"pesticides",1328,"sulfonyl ureas (consumption)","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=21"
21,"pesticides",1329,"bipiridils (consumption)","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=21"
21,"pesticides",1330,"uracil (consumption)","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=21"
21,"pesticides",1331,"fungicides and bactericides, total","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=21"
21,"pesticides",1332,"inorganics (consumption)","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=21"
21,"pesticides",1333,"dithiocarbamates (consumption)","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=21"
21,"pesticides",1334,"benzimidazoles (consumption)","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=21"
21,"pesticides",1335,"triazoles, diazoles (consumption)","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=21"
21,"pesticides",1336,"diazines, morpholines (consumption)","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=21"
21,"pesticides",1337,"other fungicides (consumption)","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=21"
21,"pesticides",1338,"botanical products and biologicals, fungicides seed treatments (consumption)","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=21"
22,"fertilizers",1360,"nitrogenous fertilizers","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=22"
22,"fertilizers",1375,"phosphate fertilizers","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=22"
22,"fertilizers",1386,"potash fertilizers","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=22"
22,"fertilizers",1397,"fertilizers manufactured, nes","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=22"
22,"fertilizers",1398,"natural sodium nitrate","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=22"
22,"fertilizers",1399,"natural phosphates","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=22"
22,"fertilizers",1400,"natural potassic salts","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=22"
22,"fertilizers",1401,"fertilizers, organic","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=22"
22,"fertilizers",2510,"phosphate rock","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=22"
22,"fertilizers",2814,"ammonia, anhydrous","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=22"
22,"fertilizers",3102,"nitrogen fertilizers (n total nutrients)","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=22"
22,"fertilizers",3103,"phosphate fertilizers (p205 total nutrients)","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=22"
22,"fertilizers",3104,"potash fertilizers (k20 total nutrients)","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=22"
22,"fertilizers",283421,"potassium nitrate","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=22"
22,"fertilizers",310210,"urea","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=22"
22,"fertilizers",310221,"ammonium sulphate","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=22"
22,"fertilizers",310230,"ammonium nitrate","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=22"
22,"fertilizers",310240,"calcium ammonium nitrate","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=22"
22,"fertilizers",310280,"urea and ammonium nitrate solutions","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=22"
22,"fertilizers",310310,"superphosphate","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=22"
22,"fertilizers",310420,"potassium chloride (muriate of potash)","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=22"
22,"fertilizers",310430,"potassium sulphate","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=22"
22,"fertilizers",310500,"other np compounds","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=22"
22,"fertilizers",310510,"npk complex <= 10kg","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=22"
22,"fertilizers",310520,"npk complex >10kg","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=22"
22,"fertilizers",310530,"diammonium phosphate (dap)","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=22"
22,"fertilizers",310540,"monoammonium phosphate (map)","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=22"
22,"fertilizers",310551,"other nitrogen & phosphates compounds","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=22"
22,"fertilizers",31031010,"superphosphate above 35%","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=22"
22,"fertilizers",31031090,"superphosphate other","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=22"
23,"machinery",2455001,"ploughs","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=23"
23,"machinery",2455002,"seeders","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=23"
23,"machinery",2455003,"manure spreaders and fert. distributors","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=23"
23,"machinery",2455004,"combine harvesters - threshers","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=23"
23,"machinery",2455005,"balers","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=23"
23,"machinery",2455006,"root or tuber harvesting machines","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=23"
23,"machinery",2455007,"threshing machines(staking,forage harv.)","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=23"
23,"machinery",2455008,"milking machines","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=23"
23,"machinery",2455009,"agricultural tractors, total","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=23"
23,"machinery",2455010,"pedestrian controlled tractors","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=23"
23,"machinery",2455011,"agricultural tractors","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=23"
23,"machinery",2455012,"track-laying tractors","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=23"
23,"machinery",2455013,"other agricultural tractors","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=23"
23,"machinery",2455014,"harvester and threshers (trade)","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=23"
23,"machinery",2455015,"milking, dairy machinery (trade)","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=23"
23,"machinery",2455016,"soil machinery (trade)","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=23"
23,"machinery",2455017,"agricultural machinery nes (trade)","http://www.fao.org/economic/ess/ess-standards/comm-items/en/?chapter=23"
